지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),현지기압(hPa)
108,서울,2021-01-19 02:00,-10.1,,2.7,320,47,1018.7
108,서울,2021-01-19 03:00,-10.4,,.7,290,45,1019
108,서울,2021-01-19 04:00,-10.6,,2.3,270,48,1019.3
108,서울,2021-01-19 05:00,-11,,1.7,340,51,1019.3
108,서울,2021-01-19 06:00,-11.4,,2,20,50,1019.5
108,서울,2021-01-19 07:00,-11.4,,1.4,360,52,1020.7
108,서울,2021-01-19 08:00,-11.6,,1,270,54,1021.1
108,서울,2021-01-19 09:00,-10.8,,1.7,20,51,1021.9
108,서울,2021-01-19 10:00,-8.6,,2.2,340,50,1022.4
108,서울,2021-01-19 11:00,-6.2,,2,50,43,1022.7
108,서울,2021-01-19 12:00,-4.1,,.8,290,37,1022.1
108,서울,2021-01-19 13:00,-2.3,,2.4,160,29,1021.8
108,서울,2021-01-19 14:00,-1.5,,1.6,200,24,1021.3
108,서울,2021-01-19 15:00,-.6,,1.7,200,21,1021
108,서울,2021-01-19 16:00,-.4,,1.6,250,20,1021.4
108,서울,2021-01-19 17:00,-1.3,,1.6,250,21,1021.3
108,서울,2021-01-19 18:00,-2.7,,.8,320,24,1021.6
108,서울,2021-01-19 19:00,-3.6,,1.3,290,28,1021.9
108,서울,2021-01-19 20:00,-4.4,,1,290,31,1022
108,서울,2021-01-19 21:00,-4.9,,1.6,270,34,1022.5
108,서울,2021-01-19 22:00,-5.1,,.8,20,38,1022.1
108,서울,2021-01-19 23:00,-5.5,,2.8,50,40,1021.6
108,서울,2021-01-20 00:00,-5.6,,2.1,50,41,1021.6
108,서울,2021-01-20 01:00,-5.8,,1.8,50,45,1021.6
108,서울,2021-01-20 02:00,-5.6,,3,50,45,1021.6
108,서울,2021-01-20 03:00,-5.5,,2.6,50,43,1021.5
108,서울,2021-01-20 04:00,-6.1,,1.3,50,51,1021.8
108,서울,2021-01-20 05:00,-6.4,,2.4,50,54,1021.6
108,서울,2021-01-20 06:00,-6.3,,2.2,70,50,1021.7
108,서울,2021-01-20 07:00,-6.4,,2.2,50,50,1021.6
108,서울,2021-01-20 08:00,-5.9,,4.1,70,47,1021.2
108,서울,2021-01-20 09:00,-4.7,,3.5,50,45,1021
108,서울,2021-01-20 10:00,-2.3,,2.4,70,39,1021.2
108,서울,2021-01-20 11:00,.1,,2.7,90,34,1021.4
108,서울,2021-01-20 12:00,1.5,,3.1,70,32,1020.1
108,서울,2021-01-20 13:00,3.4,,2.9,90,29,1018.4
108,서울,2021-01-20 14:00,5,,2.4,90,26,1017.8
108,서울,2021-01-20 15:00,6.3,,1.8,70,26,1017.4
108,서울,2021-01-20 16:00,7.1,,1.1,90,24,1017.4
108,서울,2021-01-20 17:00,5.9,,2.4,50,26,1017.2
108,서울,2021-01-20 18:00,4.1,,2.5,50,30,1017.2
108,서울,2021-01-20 19:00,3.1,,.5,70,33,1017
108,서울,2021-01-20 20:00,2.4,,.7,70,35,1017
108,서울,2021-01-20 21:00,1.6,,1.5,50,37,1016.7
108,서울,2021-01-20 22:00,1.5,,2.3,50,41,1016.9
108,서울,2021-01-20 23:00,2,,1.7,70,40,1017
108,서울,2021-01-21 00:00,2.5,,2.7,50,39,1016.8
108,서울,2021-01-21 01:00,2.7,,2.5,70,37,1016.5
108,서울,2021-01-21 02:00,2.9,,2.3,70,37,1016.5
108,서울,2021-01-21 03:00,2.9,,2.1,70,38,1016.5
108,서울,2021-01-21 04:00,3,,3,70,40,1015.6
108,서울,2021-01-21 05:00,3,,1.7,70,41,1015.7
108,서울,2021-01-21 06:00,3.1,,2.8,70,42,1015.4
108,서울,2021-01-21 07:00,3.2,,2.4,70,43,1015.2
108,서울,2021-01-21 08:00,3.2,,3.8,70,44,1014.6
108,서울,2021-01-21 09:00,3.7,,2.3,70,44,1014.4
108,서울,2021-01-21 10:00,4.5,,2,70,42,1014.8
108,서울,2021-01-21 11:00,5,,2.9,50,42,1013.9
108,서울,2021-01-21 12:00,5.8,,1.2,70,42,1013.2
108,서울,2021-01-21 13:00,6.8,,2.7,50,43,1011.6
108,서울,2021-01-21 14:00,6.9,,1.8,50,45,1011.1
108,서울,2021-01-21 15:00,6.1,.6,2.1,70,67,1010.5
108,서울,2021-01-21 16:00,5.3,,2.5,50,79,1010.8
108,서울,2021-01-21 17:00,4.8,,1.8,50,87,1010.9
108,서울,2021-01-21 18:00,4.6,4,2.1,50,91,1010.8
108,서울,2021-01-21 19:00,4.6,,1.8,70,93,1010.7
108,서울,2021-01-21 20:00,4.6,,1.5,70,94,1010.5
108,서울,2021-01-21 21:00,4.8,3.7,2.1,50,95,1010.7
108,서울,2021-01-21 22:00,4.9,,2.3,50,96,1010.1
108,서울,2021-01-21 23:00,4.8,,2.3,70,95,1009.7
108,서울,2021-01-22 00:00,4.9,.9,1.9,50,96,1009.4
108,서울,2021-01-22 01:00,5,,1.7,70,95,1009.1
108,서울,2021-01-22 02:00,5,,1.3,70,95,1009
108,서울,2021-01-22 03:00,5,0,1.4,50,93,1008.6
108,서울,2021-01-22 04:00,4.9,,.7,20,94,1008.4
108,서울,2021-01-22 05:00,5.1,,1,340,95,1008.8
108,서울,2021-01-22 06:00,5,.1,1.2,50,95,1008.7
108,서울,2021-01-22 07:00,5,,2.4,50,96,1009.2
108,서울,2021-01-22 08:00,4.9,,1.9,70,96,1009.4
108,서울,2021-01-22 09:00,5,,2,50,97,1009.9
108,서울,2021-01-22 10:00,5.4,,1.5,50,97,1010.3
108,서울,2021-01-22 11:00,5.8,,2.3,360,96,1010.2
108,서울,2021-01-22 12:00,6,,.5,360,93,1009.7
108,서울,2021-01-22 13:00,6.4,,1.5,360,92,1009.1
108,서울,2021-01-22 14:00,6.6,,1.7,20,91,1008.6
108,서울,2021-01-22 15:00,6.5,,2.2,50,91,1008.3
108,서울,2021-01-22 16:00,6.4,,1.6,360,90,1008.4
108,서울,2021-01-22 17:00,6.3,,2.1,50,90,1008.9
108,서울,2021-01-22 18:00,5.9,,2.6,50,91,1009.1
108,서울,2021-01-22 19:00,5.6,,1.4,50,91,1009.4
108,서울,2021-01-22 20:00,5.5,,1.9,50,91,1009.6
108,서울,2021-01-22 21:00,5.5,,2.1,70,91,1010
108,서울,2021-01-22 22:00,5.2,,2.5,50,91,1009.6
108,서울,2021-01-22 23:00,5.1,,1.5,70,92,1009.3
108,서울,2021-01-23 00:00,4.9,,1.5,50,92,1009.2
108,서울,2021-01-23 01:00,5.3,,2.9,70,92,1009.2
108,서울,2021-01-23 02:00,5.6,,2.4,70,88,1009.1
108,서울,2021-01-23 03:00,5.4,,2.9,70,86,1009.2
108,서울,2021-01-23 04:00,5.2,,3.1,70,84,1009
108,서울,2021-01-23 05:00,5.3,,3.9,70,81,1008.9
108,서울,2021-01-23 06:00,5.2,,4.1,50,80,1009
108,서울,2021-01-23 07:00,5.4,,4.3,70,78,1009.4
108,서울,2021-01-23 08:00,5.3,,3.9,70,76,1009.6
108,서울,2021-01-23 09:00,5.9,,4.4,50,75,1009.8
108,서울,2021-01-23 10:00,7.5,,5,50,68,1009.9
108,서울,2021-01-23 11:00,9.3,,4.1,70,61,1009.8
108,서울,2021-01-23 12:00,9.8,,4.6,50,57,1009
108,서울,2021-01-23 13:00,10.4,,5.3,70,54,1008.3
108,서울,2021-01-23 14:00,10.9,,4.4,50,53,1008.1
108,서울,2021-01-23 15:00,11.9,,5.1,50,50,1007.8
108,서울,2021-01-23 16:00,11.5,,4.7,50,50,1008
108,서울,2021-01-23 17:00,10.5,,5.2,50,53,1008.5
108,서울,2021-01-23 18:00,9.4,,4.3,70,56,1009.3
108,서울,2021-01-23 19:00,8.4,,4.5,70,59,1010.1
108,서울,2021-01-23 20:00,7.6,,4.5,50,60,1010.9
108,서울,2021-01-23 21:00,7.1,,4.9,70,61,1011.6
108,서울,2021-01-23 22:00,6.6,,3.6,70,61,1012
108,서울,2021-01-23 23:00,6.3,,3.3,70,62,1012.4
108,서울,2021-01-24 00:00,6.1,,3.9,70,63,1012.8
108,서울,2021-01-24 01:00,5.8,,3.4,70,64,1012.9
108,서울,2021-01-24 02:00,5.5,,3.4,70,65,1013.2
108,서울,2021-01-24 03:00,4.7,,4.1,50,69,1013.3
108,서울,2021-01-24 04:00,4.2,,3,70,71,1013.6
108,서울,2021-01-24 05:00,3.8,,3.6,50,74,1013.6
108,서울,2021-01-24 06:00,3.1,,1.8,70,75,1014.3
108,서울,2021-01-24 07:00,2.7,,2.2,70,77,1014.7
108,서울,2021-01-24 08:00,2.4,,1.7,50,79,1015.6
108,서울,2021-01-24 09:00,3.7,,2.8,70,78,1016
108,서울,2021-01-24 10:00,6.3,,2.7,70,69,1017
108,서울,2021-01-24 11:00,8.5,,3.6,50,61,1016.8
108,서울,2021-01-24 12:00,10.1,,2.2,90,57,1016.1
108,서울,2021-01-24 13:00,11.6,,1,110,50,1015.6
108,서울,2021-01-24 14:00,12.9,,1.3,200,47,1014.8
108,서울,2021-01-24 15:00,13.8,,1.4,110,45,1014.2
108,서울,2021-01-24 16:00,13.4,,2.2,270,46,1014.2
108,서울,2021-01-24 17:00,11.6,,2.2,290,49,1014.6
108,서울,2021-01-24 18:00,10.3,,1.9,250,53,1015.3
108,서울,2021-01-24 19:00,9,,2,270,57,1016.2
108,서울,2021-01-24 20:00,8,,1.3,270,61,1016
108,서울,2021-01-24 21:00,7,,1.6,90,64,1015.6
108,서울,2021-01-24 22:00,7,,1.3,320,67,1016.1
108,서울,2021-01-24 23:00,6.3,,1.9,270,69,1016.5
108,서울,2021-01-25 00:00,5.7,,1.1,20,70,1017
108,서울,2021-01-25 01:00,5.3,,.3,0,72,1018
108,서울,2021-01-25 02:00,4.7,,2.1,20,75,1018.3
108,서울,2021-01-25 03:00,4.1,,1.4,50,78,1018.6
108,서울,2021-01-25 04:00,3.8,,1.7,50,79,1017.9
108,서울,2021-01-25 05:00,3.6,,1.4,50,80,1018.1
108,서울,2021-01-25 06:00,3,,1.4,70,82,1018.1
108,서울,2021-01-25 07:00,3.1,,2.7,70,83,1017.9
108,서울,2021-01-25 08:00,3.4,,2.1,70,81,1017.9
108,서울,2021-01-25 09:00,4.4,,2.4,70,78,1017.3
108,서울,2021-01-25 10:00,6.4,,2.5,70,71,1017.3
108,서울,2021-01-25 11:00,8.4,,3,50,63,1017.1
108,서울,2021-01-25 12:00,9.8,,3,70,59,1016.4
108,서울,2021-01-25 13:00,11.2,,1.8,70,53,1015.8
108,서울,2021-01-25 14:00,12.5,,3,70,46,1014.3
108,서울,2021-01-25 15:00,13.3,,2.7,50,44,1013.2
108,서울,2021-01-25 16:00,13.7,,2.6,90,40,1013.1
108,서울,2021-01-25 17:00,13.1,,1.5,110,37,1013
108,서울,2021-01-25 18:00,11.7,,1.6,110,40,1013.1
108,서울,2021-01-25 19:00,10.9,,.5,90,44,1013
108,서울,2021-01-25 20:00,9.9,,.9,50,48,1012.6
108,서울,2021-01-25 21:00,9.3,,.8,70,50,1012.1
108,서울,2021-01-25 22:00,8.5,,1.1,230,55,1012.1
108,서울,2021-01-25 23:00,8,,.8,250,63,1012.3
108,서울,2021-01-26 00:00,7.4,,1.8,250,65,1011.8
108,서울,2021-01-26 01:00,7.1,,1.9,270,65,1011.6
108,서울,2021-01-26 02:00,7,,1.1,50,68,1011.1
108,서울,2021-01-26 03:00,6.6,,1.9,50,68,1010.7
108,서울,2021-01-26 04:00,6.5,,1.9,50,67,1009.9
108,서울,2021-01-26 05:00,6.1,,1.4,50,67,1009.3
108,서울,2021-01-26 06:00,5.9,,2,50,68,1009.2
108,서울,2021-01-26 07:00,6.2,,3,290,72,1009.7
108,서울,2021-01-26 08:00,5.8,,1.6,250,74,1009.6
108,서울,2021-01-26 09:00,5.9,0,.6,250,73,1009.7
108,서울,2021-01-26 10:00,5.9,,1.7,90,82,1009.5
108,서울,2021-01-26 11:00,6,,1.1,110,86,1009.7
108,서울,2021-01-26 12:00,6.1,1.3,.6,70,88,1009.1
108,서울,2021-01-26 13:00,6.5,,2.1,200,86,1008.4
108,서울,2021-01-26 14:00,7,,2.8,180,84,1007.1
108,서울,2021-01-26 15:00,6.9,0,2.9,230,86,1007
108,서울,2021-01-26 16:00,6.4,,2.3,250,92,1006.8
108,서울,2021-01-26 17:00,5.4,,2.7,270,95,1007.4
108,서울,2021-01-26 18:00,5.2,.4,3.2,290,94,1008.2
108,서울,2021-01-26 19:00,4.7,,2.6,270,88,1009.4
108,서울,2021-01-26 20:00,4.3,,2.5,320,82,1009.5
108,서울,2021-01-26 21:00,3.8,,3.1,290,82,1010
108,서울,2021-01-26 22:00,3.3,,1.8,270,82,1010.7
108,서울,2021-01-26 23:00,2.4,,.6,290,82,1011
108,서울,2021-01-27 00:00,1.7,,1.5,230,84,1011.4
108,서울,2021-01-27 01:00,1.4,,1.6,250,85,1011.9
108,서울,2021-01-27 02:00,1,,1.6,250,81,1012.7
108,서울,2021-01-27 03:00,.6,,2.1,270,76,1013.4
108,서울,2021-01-27 04:00,.1,,1.3,270,69,1013.7
108,서울,2021-01-27 05:00,-.4,,1.7,270,66,1014
108,서울,2021-01-27 06:00,-1,,1,200,65,1014.2
108,서울,2021-01-27 07:00,-1.4,,.4,0,61,1014.2
108,서울,2021-01-27 08:00,-1.8,,2,270,67,1014.7
108,서울,2021-01-27 09:00,-1.2,,.8,250,59,1014.6
108,서울,2021-01-27 10:00,.9,,3.9,290,43,1014.6
108,서울,2021-01-27 11:00,2.6,,3,270,35,1015
108,서울,2021-01-27 12:00,3.9,,2.9,270,30,1013.9
108,서울,2021-01-27 13:00,5.6,,4.3,360,21,1012.5
108,서울,2021-01-27 14:00,6.5,,3.1,270,24,1012.4
108,서울,2021-01-27 15:00,6,,3.8,270,23,1012.4
108,서울,2021-01-27 16:00,5.6,,3,270,25,1012.7
108,서울,2021-01-27 17:00,4.8,,3.3,250,25,1012.9
108,서울,2021-01-27 18:00,3.6,,3.2,250,31,1012.3
108,서울,2021-01-27 19:00,2.6,,3.2,290,41,1012.1
108,서울,2021-01-27 20:00,1.5,,2.6,270,47,1011.8
108,서울,2021-01-27 21:00,1.1,,1.6,180,49,1011.7
108,서울,2021-01-27 22:00,.8,,1.9,180,51,1011.7
108,서울,2021-01-27 23:00,.5,,1.4,270,49,1011.3
108,서울,2021-01-28 00:00,.7,,1.7,290,48,1010.8
108,서울,2021-01-28 01:00,.3,,.5,360,47,1009.4
108,서울,2021-01-28 02:00,.2,,2.2,20,48,1008.7
108,서울,2021-01-28 03:00,.1,,2.1,20,49,1008
108,서울,2021-01-28 04:00,.1,,1.8,50,51,1006.7
108,서울,2021-01-28 05:00,-.4,,2.4,50,52,1005.9
108,서울,2021-01-28 06:00,-.1,,1.2,90,53,1004.9
108,서울,2021-01-28 07:00,-.2,,.6,70,54,1005
108,서울,2021-01-28 08:00,-.3,,2,20,56,1004.3
108,서울,2021-01-28 09:00,.7,,1.7,50,55,1002.4
108,서울,2021-01-28 10:00,.5,,4.6,200,81,1002.3
108,서울,2021-01-28 11:00,.3,,4,200,93,1002.3
108,서울,2021-01-28 12:00,.8,2,4.2,270,82,1002.6
108,서울,2021-01-28 13:00,.3,,5.1,290,65,1002.9
108,서울,2021-01-28 14:00,.9,,7.3,270,39,1003.3
108,서울,2021-01-28 15:00,0,,4.3,270,44,1004.3
108,서울,2021-01-28 16:00,-1.3,,5.4,270,41,1005.5
108,서울,2021-01-28 17:00,-3.3,,6.8,290,38,1006.4
108,서울,2021-01-28 18:00,-4.6,,6.7,270,39,1007.2
108,서울,2021-01-28 19:00,-5.6,,5.2,270,46,1008
108,서울,2021-01-28 20:00,-6.8,,5.3,270,53,1009.2
108,서울,2021-01-28 21:00,-7.7,,5,270,52,1010.3
108,서울,2021-01-28 22:00,-8.4,,5.5,290,50,1010.8
108,서울,2021-01-28 23:00,-8.9,,6.2,270,46,1011.6
108,서울,2021-01-29 00:00,-9.7,,7.1,270,44,1012.4
108,서울,2021-01-29 01:00,-10.1,,5.7,270,43,1013
108,서울,2021-01-29 02:00,-10.6,,6.4,270,41,1013.9
108,서울,2021-01-29 03:00,-10.9,,5.1,270,44,1014.3
108,서울,2021-01-29 04:00,-11.2,,3.2,270,46,1014.4
108,서울,2021-01-29 05:00,-11.3,,4.1,270,44,1014.5
108,서울,2021-01-29 06:00,-11.6,,3.2,270,47,1014.8
108,서울,2021-01-29 07:00,-11.5,,4.1,270,47,1015.4
108,서울,2021-01-29 08:00,-11.5,,3.8,290,42,1016.2
108,서울,2021-01-29 09:00,-11,,2.7,270,41,1016.5
108,서울,2021-01-29 10:00,-9.9,,3.9,270,37,1016.6
108,서울,2021-01-29 11:00,-8.6,,3.6,290,34,1017.1
108,서울,2021-01-29 12:00,-8.3,,4.6,290,31,1016.5
108,서울,2021-01-29 13:00,-7.3,,4.8,290,31,1015.9
108,서울,2021-01-29 14:00,-6.3,,4.2,290,33,1015.4
108,서울,2021-01-29 15:00,-5.8,,4.6,320,31,1015.5
108,서울,2021-01-29 16:00,-5,,3.2,270,33,1015.6
108,서울,2021-01-29 17:00,-5.5,,3.3,270,33,1015.7
108,서울,2021-01-29 18:00,-6.6,,3.2,290,35,1015.6
108,서울,2021-01-29 19:00,-7.1,,1.7,270,38,1015.4
108,서울,2021-01-29 20:00,-7.6,,1.8,270,39,1015.8
108,서울,2021-01-29 21:00,-8,,1.8,50,43,1015.7
108,서울,2021-01-29 22:00,-8.1,,1.3,20,45,1016.1
108,서울,2021-01-29 23:00,-8,,1.1,340,49,1016.4
108,서울,2021-01-30 00:00,-8.2,,.7,340,48,1016.2
108,서울,2021-01-30 01:00,-6.9,,1.5,90,49,1016.2
108,서울,2021-01-30 02:00,-6.4,,3.3,50,49,1015.2
108,서울,2021-01-30 03:00,-6.4,,3.2,50,52,1015.2
108,서울,2021-01-30 04:00,-6.1,,2.8,70,51,1014.2
108,서울,2021-01-30 05:00,-5.9,,2.4,70,51,1013.5
108,서울,2021-01-30 06:00,-5.7,0,3.8,50,53,1013.1
108,서울,2021-01-30 07:00,-5.5,,3.2,50,54,1013
108,서울,2021-01-30 08:00,-5.4,,3.2,50,58,1013.1
108,서울,2021-01-30 09:00,-5.6,.2,3.7,50,72,1013.1
108,서울,2021-01-30 10:00,-4.7,,2.1,50,80,1013.5
108,서울,2021-01-30 11:00,-3.4,,1.9,70,79,1013.7
108,서울,2021-01-30 12:00,-.8,.3,1.8,50,73,1013.5
108,서울,2021-01-30 13:00,2.9,,2.6,180,68,1013
108,서울,2021-01-30 14:00,3.7,,4.5,290,65,1013.5
108,서울,2021-01-30 15:00,4.4,,3.3,270,52,1013.9
108,서울,2021-01-30 16:00,4.9,,2.6,290,48,1014.4
108,서울,2021-01-30 17:00,4.3,,3.8,250,41,1015.1
108,서울,2021-01-30 18:00,2.7,,2.9,250,44,1015.6
108,서울,2021-01-30 19:00,1.6,,1.7,270,51,1016.5
108,서울,2021-01-30 20:00,.8,,.5,270,54,1016.7
108,서울,2021-01-30 21:00,.1,,1.6,270,61,1017.4
108,서울,2021-01-30 22:00,-.7,,.9,270,64,1017.6
108,서울,2021-01-30 23:00,-1.3,,1.3,250,70,1018.1
108,서울,2021-01-31 00:00,-1.5,,1.4,290,73,1018.5
108,서울,2021-01-31 01:00,-2.1,,.8,290,76,1018.7
108,서울,2021-01-31 02:00,-2.5,,2,20,76,1019
108,서울,2021-01-31 03:00,-2.9,,1.6,70,72,1019.2
108,서울,2021-01-31 04:00,-3.2,,1.7,70,71,1018.9
108,서울,2021-01-31 05:00,-3.4,,1.8,20,73,1019.1
108,서울,2021-01-31 06:00,-3.6,,2.5,70,74,1018.5
108,서울,2021-01-31 07:00,-3.2,,2.5,70,72,1018.7
108,서울,2021-01-31 08:00,-3.1,,4,50,71,1019
108,서울,2021-01-31 09:00,-1.8,,3.1,70,67,1019
108,서울,2021-01-31 10:00,.8,,3.3,50,57,1018.8
108,서울,2021-01-31 11:00,2.6,,2.7,70,49,1018.4
108,서울,2021-01-31 12:00,4.8,,2.8,70,43,1017.5
108,서울,2021-01-31 13:00,6.4,,3,70,37,1016.1
108,서울,2021-01-31 14:00,7.7,,3.3,50,35,1015
108,서울,2021-01-31 15:00,8.4,,1.8,70,37,1014.2
108,서울,2021-01-31 16:00,8.6,,2.2,50,39,1013.7
108,서울,2021-01-31 17:00,8.3,,2,50,42,1013.1
108,서울,2021-01-31 18:00,7.9,,.8,20,46,1013.3
108,서울,2021-01-31 19:00,7.4,,.9,70,52,1012.9
108,서울,2021-01-31 20:00,6.8,,1.4,70,52,1012.5
108,서울,2021-01-31 21:00,6.5,,1.1,70,54,1012.1
108,서울,2021-01-31 22:00,6.3,,1.4,50,58,1011.6
108,서울,2021-01-31 23:00,5.8,,1.3,50,60,1011.2
108,서울,2021-02-01 00:00,6.1,,1.7,70,63,1010.5
108,서울,2021-02-01 01:00,6.3,,1.7,70,62,1009.6
108,서울,2021-02-01 02:00,6.2,,1.4,50,62,1008.6
108,서울,2021-02-01 03:00,5.7,.7,1.7,50,78,1007.8
108,서울,2021-02-01 04:00,5.7,,1.2,20,84,1006.9
108,서울,2021-02-01 05:00,5.6,,1.4,50,85,1006.2
108,서울,2021-02-01 06:00,5.7,,1.8,20,86,1005.7
108,서울,2021-02-01 07:00,5.8,,1.1,50,88,1005.3
108,서울,2021-02-01 08:00,5.8,,2,360,89,1005.1
108,서울,2021-02-01 09:00,6.7,,1.8,200,94,1005.4
108,서울,2021-02-01 10:00,7.1,,1.9,230,91,1005.2
108,서울,2021-02-01 11:00,7.6,,3.2,200,87,1005.4
108,서울,2021-02-01 12:00,8.5,,2.9,200,82,1004.4
108,서울,2021-02-01 13:00,9.2,,2.8,200,75,1002.9
108,서울,2021-02-01 14:00,9.2,,4.1,230,72,1002.6
108,서울,2021-02-01 15:00,7.7,,2.9,250,77,1002.9
108,서울,2021-02-01 16:00,6.9,,2.9,270,83,1003.2
108,서울,2021-02-01 17:00,6.7,,2.9,230,81,1003.4
108,서울,2021-02-01 18:00,5.8,,2.2,230,80,1004.5
108,서울,2021-02-01 19:00,5.2,,3.5,250,86,1005.4
108,서울,2021-02-01 20:00,3.8,,5.3,290,53,1006.5
108,서울,2021-02-01 21:00,2.4,,4.1,270,52,1007.4
108,서울,2021-02-01 22:00,1.2,,3.8,270,61,1008.8
108,서울,2021-02-01 23:00,.1,,3.4,290,57,1009.8
108,서울,2021-02-02 00:00,-2.3,,5.2,270,47,1011.2
108,서울,2021-02-02 01:00,-3.2,,4.6,270,47,1012
108,서울,2021-02-02 02:00,-3.8,,4.4,270,42,1012.4
108,서울,2021-02-02 03:00,-4.4,,4.7,270,39,1013.2
108,서울,2021-02-02 04:00,-5.3,,5.4,270,34,1013.6
108,서울,2021-02-02 05:00,-6.2,,2.9,270,41,1014.3
108,서울,2021-02-02 06:00,-7.2,,3.4,270,46,1014.6
108,서울,2021-02-02 07:00,-7.9,,3.2,270,48,1015.1
108,서울,2021-02-02 08:00,-8.2,,3.5,270,45,1015.6
108,서울,2021-02-02 09:00,-7.8,,3.3,290,41,1016.3
108,서울,2021-02-02 10:00,-6.8,,4.3,290,36,1016.4
108,서울,2021-02-02 11:00,-5.7,,3.2,270,32,1016.8
108,서울,2021-02-02 12:00,-4.9,,4.2,290,30,1016.6
108,서울,2021-02-02 13:00,-4.6,,5.2,290,32,1016.1
108,서울,2021-02-02 14:00,-4.1,,4.8,290,33,1015.4
108,서울,2021-02-02 15:00,-3.1,,4.6,270,35,1014.8
108,서울,2021-02-02 16:00,-2.5,,4.3,230,41,1014.9
108,서울,2021-02-02 17:00,-3.3,,2.9,270,45,1014.5
108,서울,2021-02-02 18:00,-4.1,,3.7,270,49,1014.6
108,서울,2021-02-02 19:00,-4.4,,3.1,250,55,1014.6
108,서울,2021-02-02 20:00,-4.5,,3.5,250,58,1014.8
108,서울,2021-02-02 21:00,-5.3,0,3.3,340,58,1015.4
108,서울,2021-02-02 22:00,-6,,3,290,75,1016.3
108,서울,2021-02-02 23:00,-6.9,,4,290,62,1016.7
108,서울,2021-02-03 00:00,-7.7,0,2.9,290,55,1017.3
108,서울,2021-02-03 01:00,-8.4,,.9,200,54,1017.4
108,서울,2021-02-03 02:00,-9,,.9,250,57,1017.7
108,서울,2021-02-03 03:00,-9.2,,1.5,270,57,1017.8
108,서울,2021-02-03 04:00,-9.3,,.6,290,55,1017.4
108,서울,2021-02-03 05:00,-9,,1.4,270,55,1017.4
108,서울,2021-02-03 06:00,-8.7,,1.7,270,56,1017.6
108,서울,2021-02-03 07:00,-9,,.8,360,59,1017.6
108,서울,2021-02-03 08:00,-8.9,,1.8,50,62,1017.5
108,서울,2021-02-03 09:00,-7.7,,1.7,20,60,1017.6
108,서울,2021-02-03 10:00,-4.8,,1.7,90,54,1017.2
108,서울,2021-02-03 11:00,-2.5,,1.4,200,48,1016.9
108,서울,2021-02-03 12:00,-.8,,2.1,200,45,1015.8
108,서울,2021-02-03 13:00,.4,,3.6,200,44,1014.8
108,서울,2021-02-03 14:00,1.2,,4.2,200,47,1014.5
108,서울,2021-02-03 15:00,.2,,4.4,180,57,1013.9
108,서울,2021-02-03 16:00,.3,,3.4,180,61,1013.3
108,서울,2021-02-03 17:00,.7,,3.4,200,66,1012.8
108,서울,2021-02-03 18:00,.3,0,3.2,200,70,1012.5
108,서울,2021-02-03 19:00,-.1,,2.2,180,74,1011.5
108,서울,2021-02-03 20:00,.2,,1.8,160,71,1011
108,서울,2021-02-03 21:00,.2,0,1.1,180,76,1010.5
108,서울,2021-02-03 22:00,-.5,,3.2,180,92,1010.2
108,서울,2021-02-03 23:00,-.5,,2,230,93,1009.8
108,서울,2021-02-04 00:00,0,3.4,2.5,230,96,1009.9
108,서울,2021-02-04 01:00,.3,,3.3,270,95,1010.8
108,서울,2021-02-04 02:00,-1,,3.7,290,76,1012
108,서울,2021-02-04 03:00,-2.8,.1,2.1,270,70,1013.5
108,서울,2021-02-04 04:00,-4.2,,3.5,250,63,1014.2
108,서울,2021-02-04 05:00,-5.5,,3.6,270,55,1014.9
108,서울,2021-02-04 06:00,-6.5,,1.8,250,59,1016.2
108,서울,2021-02-04 07:00,-7.1,,2.5,250,56,1016.9
108,서울,2021-02-04 08:00,-7.3,,3.5,270,53,1017.8
108,서울,2021-02-04 09:00,-6.8,,3.1,290,50,1018.4
108,서울,2021-02-04 10:00,-5.7,,2.4,290,47,1018.5
108,서울,2021-02-04 11:00,-3.8,,1.5,180,42,1018.7
108,서울,2021-02-04 12:00,-2.9,,2.7,230,38,1018.6
108,서울,2021-02-04 13:00,-2.3,,3,290,31,1018.2
108,서울,2021-02-04 14:00,-1.3,,3.2,290,32,1017.9
108,서울,2021-02-04 15:00,-.3,,2.8,250,31,1016.9
108,서울,2021-02-04 16:00,.5,,2.7,250,30,1016.5
108,서울,2021-02-04 17:00,.1,,1.8,290,33,1016
108,서울,2021-02-04 18:00,-1.2,,3,290,39,1015.8
108,서울,2021-02-04 19:00,-2.3,,2.7,270,47,1016.7
108,서울,2021-02-04 20:00,-3,,2.1,270,50,1016.5
108,서울,2021-02-04 21:00,-3.6,,1.5,270,52,1016.2
108,서울,2021-02-04 22:00,-4,,.8,270,56,1015.8
108,서울,2021-02-04 23:00,-4.1,,1.1,20,64,1015.8
108,서울,2021-02-05 00:00,-4.4,,1.7,20,62,1015.6
108,서울,2021-02-05 01:00,-4.3,,2.1,20,66,1015.5
108,서울,2021-02-05 02:00,-4.2,,1.9,50,67,1015.3
108,서울,2021-02-05 03:00,-3.7,,2.1,20,67,1014.9
108,서울,2021-02-05 04:00,-3.5,,2,50,67,1014.4
108,서울,2021-02-05 05:00,-4,,2.7,50,68,1013.8
108,서울,2021-02-05 06:00,-3.9,,2.8,50,69,1013.2
